Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,P8,TP10,CP6,CP2,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,FCz,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,FC4,FT8,F6,F2,AF4,AF8,O2,P4,C6,C2
1.0,0.8652057712982557,0.47123685448416985,-0.07128740405608469,0.7717780431576589,0.3791366480245164,0.687269858060046,0.8076728845271941,0.10150676838204946,0.31705124185228184,0.6789075271307045,-0.010830589505028857,0.0779089729008777,0.42296545777513994,-0.2754587967254126,-0.16657785245304918,0.21837191376182974,0.2774459321771745,0.18126684659324088,0.26205874134052126,-0.02099467970188728,-0.13716774988629682,-0.29396341451076885,-0.13716774988629682,-0.4406501763574839,0.4471139279575057,0.3373586131165901,0.39180091195125544,0.7872994317228633,-0.042914892616784675,0.31716057084589927,0.39944241911244327,0.22063271020620262,0.10402397141536117,0.16270499517557904,-0.4506010451908019,-0.27160952415503453,0.0713641940469995,0.06865945573431102,-0.22262731743480843,0.25237545148255275,-0.2612302983788215,0.7256954175019658,0.6598246601985254,0.1625463099432423,-0.5183303149113908,0.6124352083260043,-0.26895840127970977,0.532703315343613,0.6735658912699821,-0.5165588168868424,0.1232926654647428,0.5250043325048812,-0.5106563619721737,-0.402806050908036,0.2670126297324806,-0.5254445146291867,-0.23180221879366147,0.0902887574385404,0.05692940681228314,-0.31178767135917296,0.40392090172685974,-0.2084092970068432
0.8652057712982557,1.0,0.5246236461526328,0.09677276786276973,0.6022105122744913,0.6165836044738038,0.6152590438182853,0.9475613528054763,0.5110873790813459,0.41249426457124827,0.7979644249252783,0.2865516959519263,0.2772495357882863,0.47644584508565146,-0.44302887898809395,-0.3515922086352462,0.46165129874774585,0.49001338662849875,0.11342300314795911,0.10963742228913337,0.05302265213610508,0.31568806844237657,-0.18382187012903672,0.31568806844237657,-0.30374670197013304,0.18109214029353415,0.5416647400758372,0.44104941265433995,0.8196680969623161,0.17930297455524616,0.5162649487082972,0.5112776722970079,0.39784939118648616,0.4665441859806976,0.2502290225871745,-0.7047366265794451,-0.4123808978726585,0.28192891493308886,0.37943248182403927,-0.38437419194124556,0.13414528032193795,-0.23629355650398234,0.7781938640620736,0.6464731533071203,0.412191372769165,-0.3955827911580133,0.4385328726451623,-0.1716387340110933,0.48092426363937013,0.6990037900806613,-0.1311224222994703,0.2849679156605747,0.6532486819575406,-0.4156446652582038,-0.12876977763696093,0.3183596955465311,-0.7286722715863404,-0.44360395045472484,0.28325651730029955,0.3888741023677411,-0.4420790697509535,0.22380216450636856,-0.20175220041185282
0.47123685448416985,0.5246236461526328,1.0,0.762342391563399,-0.021384609466604542,0.4500020368318837,0.3907620208676402,0.4705525162869672,0.40991411307336223,-0.135187015752082,0.7711793084553894,0.6367296532155526,0.18946953948614684,0.14023961629020767,-0.4678837735790431,-0.8045309996300969,0.6924161958958048,-0.26934041694589284,-0.6627258453745674,-0.5772853636566866,-0.37937031539254634,0.10882122357422937,-0.010798984791382648,0.10882122357422937,0.4783522575095848,-0.22510323908827615,0.4971566121864858,-0.051802568667384585,0.4526898024639071,0.4418651829378393,-0.14909963299768725,0.4538940302731764,0.5400842171222932,0.11284683521338934,0.07917489784554721,-0.6561067965057917,-0.7646898845589775,0.5476185604974174,-0.31656726747452685,-0.9091223198136585,-0.5329512508858052,-0.4101051211423234,0.1172680529062209,0.6264904555588232,0.6684927949093282,0.4420027838833791,-0.022803880078871023,0.4019248628188792,0.11982417770185293,0.7030221263946035,0.30315485147484633,-0.19144411827357272,0.7431198193192414,0.4393508443166648,-0.05266044275648921,0.22205925503559326,-0.5671976444832709,-0.7012238869485775,0.6469003684937262,-0.2635661440471791,-0.9420606204156898,-0.5076271041125084,-0.40925417827345667
-0.07128740405608469,0.09677276786276973,0.762342391563399,1.0,-0.38081464829575845,0.28791363640514417,0.13441249053572546,0.03196803994690794,0.5075044011474037,-0.14762821401614284,0.5603983803215711,0.8888884228790505,0.24040931021912196,-0.20697740148913205,-0.3609164261080482,-0.7554115405055168,0.5837316946224386,-0.37637567588217785,-0.7704086132357278,-0.8235783773528044,-0.2995102774474488,0.2232672660676902,0.2771211824544495,0.2232672660676902,0.8487703481921773,-0.4528044792917935,0.18844210431145644,-0.25940238941057564,-0.05594674806576439,0.47459581871320794,-0.26153147354766476,0.37602224795228506,0.4908248591340534,0.16445979585981232,-0.14080092487914483,-0.5149142261527417,-0.666577107224901,0.45451249780343356,-0.36880714887844734,-0.8208865805509504,-0.8260388289544689,-0.19643003002498152,-0.31212949631097425,0.2855201718669803,0.5497108506322449,0.8464488330510863,-0.34083744324014,0.4590419074161371,-0.12419494166393126,0.3119535472094967,0.71854347868508,-0.1080827329775055,0.6030940269104822,0.8370749484284815,0.37611181362802004,-0.08189386374645438,-0.28942796242452096,-0.6546011583914786,0.517787712939331,-0.306615749458916,-0.8690469578891332,-0.8786540339151168,-0.2780757294605593
0.7717780431576589,0.6022105122744913,-0.021384609466604542,-0.38081464829575845,1.0,0.01549961623430013,0.5735925540135116,0.5214672258544951,-0.23384818136922772,0.2680581231395447,0.34580557390353317,-0.32960192536255634,-0.24103003008445328,0.46519606426233784,-0.1034739512397331,0.12174386099980553,-0.30399902395662176,0.3339100512736132,0.4386808090544564,0.3825616760267959,0.38712489216630297,-0.2631203992557473,-0.41927886539470005,-0.2631203992557473,-0.6708550265421609,0.7671320987860079,-0.1775259353547438,0.42181693591779945,0.3611275434808375,-0.5485403738001031,0.23142406145737207,0.21735938282769157,-0.26362435262519135,-0.16723339122671038,0.16075672927522391,-0.21526286062024869,0.020537976200975864,-0.37814657290558407,0.05692370049598766,0.2919082003146767,0.3364097916581066,0.2363768598985036,0.6213625791100799,0.6064601816721817,-0.12609690018908656,-0.6520968037126349,0.878825813675204,-0.5847606354751966,0.4834912290758904,0.3352285434743462,-0.6245513563312152,0.0893005546497464,0.24183261488663657,-0.7157784743992825,-0.458656857146905,0.15924104584735246,-0.18217666709400274,0.01841946651572271,-0.35468952712804247,-0.016307549303211374,0.195451961001799,0.604380643120181,0.22670096630919598
0.3791366480245164,0.6165836044738038,0.4500020368318837,0.28791363640514417,0.01549961623430013,1.0,-0.10553053634441706,0.6363946521178445,0.8241064572674623,0.5742647119697412,0.3609648424362275,0.4051121183740617,0.7273039781210161,-0.08444413501833896,0.07095165656363892,-0.4196391400970954,0.31060434378925866,0.09914638988503229,0.14954225524479883,-0.11132913646702758,-0.34850283861717907,0.231357785194047,0.356350184338087,0.231357785194047,-0.12772719592321446,-0.579299404369154,0.7853404547247752,-0.3131170441111188,0.5338006619445879,0.5029191671104251,0.5148163141721954,-0.11226406833088083,0.4065700550605963,0.7585027528519369,-0.32410127693135693,-0.28030292525182726,-0.4829633986256972,0.06460007457449617,0.2484040158535991,-0.32587131812007814,-0.02540812931707889,-0.521013249766757,0.4147799718799672,0.06460564252523944,0.5418684424129754,-0.12399599965678867,-0.30724174250189246,0.5419281170811175,-0.2989996980517348,0.43628117714200537,0.2933523980050121,0.6186717708382843,0.16523656684173418,0.06801762051120488,0.5620139067298091,-0.15414411217766985,-0.2408661694823582,-0.3778934609005531,0.0597520505216159,0.37505327573772385,-0.42765362282377234,-0.07532582230893277,-0.47190108582247314
0.687269858060046,0.6152590438182853,0.3907620208676402,0.13441249053572546,0.5735925540135116,-0.10553053634441706,1.0,0.4415537744463555,-0.010532159850883597,0.08867307068341575,0.7696228803036853,0.19979063224576477,-0.33772968278566,0.6260897643437061,-0.6592326239134354,-0.031776078839393436,0.4255991924052611,0.43235276487851426,-0.1150375615499956,0.20178451612942808,0.3147371830910784,0.07298897364610772,-0.1672349479147686,0.07298897364610772,0.009113639951732571,0.6695727291101795,0.050123233517502905,0.7347665109374115,0.5748088097055786,0.06901395264118583,0.21188720315290513,0.807270624554118,0.4684893715124146,-0.11701976156796133,0.572876339636072,-0.6155524460052327,-0.03701529904034568,0.3957455224347859,0.12012236773623683,-0.34396494699945496,0.12147255786886475,0.14199602978821127,0.3232165199434617,0.6276674697422817,-0.13480367308700955,-0.17118387590869605,0.5889291148433631,-0.5905416076557123,0.9168452893715953,0.3829053536671926,-0.32600943216023953,-0.07434782169158498,0.7534606612392395,-0.3066891675416518,-0.5580331809020318,0.58144988685554,-0.6592184039319524,-0.14816271849938675,0.3475075236765494,0.06277653838511012,-0.35803911328928195,0.1773498289668395,0.15965309769702726
0.8076728845271941,0.9475613528054763,0.4705525162869672,0.03196803994690794,0.5214672258544951,0.6363946521178445,0.4415537744463555,1.0,0.5055477985518341,0.39700910525012184,0.7098490796786845,0.27160417673970505,0.45880404328137037,0.31176539550591814,-0.34122365566812,-0.41922503059463045,0.4523057638603246,0.48816335673906036,0.10920280707642362,0.08564303987918206,-0.13738611268556583,0.3907086029587478,-0.34820247148540623,0.3907086029587478,-0.33408419185130817,0.07184470523598473,0.4993359231199354,0.4176789100308181,0.7396905537751299,0.08873594044902497,0.49291250517450463,0.43216119940211495,0.24507860257704117,0.5244741929696691,0.12424548290576111,-0.6195716470299859,-0.5025502481738889,0.2963772655703057,0.4347835077554907,-0.37004022234315515,0.12478056773943458,-0.4150737282575075,0.884790716957388,0.5502288234644312,0.5361382378918392,-0.40054595396612847,0.42487251176767077,-0.13914904396946998,0.3683427596299622,0.7972331066792837,-0.109138324181391,0.24167617284402781,0.5764663282437484,-0.40464180584247605,-0.051375544819791265,0.15015041117032446,-0.6832054806320953,-0.5434616914582476,0.30648422565355105,0.4296647435673981,-0.4127107439004452,0.21837857128279542,-0.40941760327455545
0.10150676838204946,0.5110873790813459,0.40991411307336223,0.5075044011474037,-0.23384818136922772,0.8241064572674623,-0.010532159850883597,0.5055477985518341,1.0,0.4762343237452905,0.48419551771345665,0.7399345145101948,0.7164175212031045,-0.1177474772109797,-0.21107482428512442,-0.4420751517629696,0.5909174020168039,0.26953181949956706,-0.06812943333527119,-0.2891124049629805,-0.15553351586462733,0.6289801246984619,0.4105857527546935,0.6289801246984619,0.24774570346753802,-0.6412151803461421,0.6688453541954884,-0.08914282333425474,0.3930193315080774,0.6724085877383855,0.4998403083014697,0.22676186075558635,0.6005884342828726,0.9039444365318395,-0.1537632426026912,-0.518437620312655,-0.43644291573484967,0.3705879224066072,0.4342664443526155,-0.49484010990073507,-0.24782880612147584,-0.33084279228201147,0.23575066497488856,0.0077817685988429966,0.5282557331372635,0.17791059885965427,-0.432507676720796,0.3758880690756076,-0.1263762187696761,0.26339655673959395,0.6118898780566209,0.5547356175411199,0.37317135315531713,0.25128637590936187,0.6800619864489392,-0.10043444560539383,-0.4510155675561196,-0.464091773638478,0.32741274490712574,0.5386178830411604,-0.5484125236100995,-0.3888894605894104,-0.3270101520274812
0.31705124185228184,0.41249426457124827,-0.135187015752082,-0.14762821401614284,0.2680581231395447,0.5742647119697412,0.08867307068341575,0.39700910525012184,0.4762343237452905,1.0,0.13631821882468603,0.10665883110854579,0.5306183128223063,-0.07492471345030055,0.4090876336964265,0.17191252218233083,-0.026320708405510134,0.5463767134133786,0.6867199327274617,0.4450178946604552,0.10703098735309223,0.0219517573942186,0.40090290006246276,0.0219517573942186,-0.36098151616427965,-0.11273042592431495,0.3188407443500957,0.0185526816427785,0.4228954790981284,0.2495606294710241,0.888636859272596,-0.15669480607415426,0.2471716099762105,0.5392045757874737,-0.3825134910576203,0.13819576259318453,-0.033209764353569114,-0.24510203836373318,0.5347254133386358,0.23885104219078757,0.3695424604928115,-0.07534152403139868,0.28365888054172417,-0.26950779455691326,-0.1963675443815288,-0.44318835110200633,-0.06472575763071682,-0.12057371076350587,0.043247240840527966,0.10967325907468402,-0.1970747852120304,0.9555554707159917,-0.12256657577221573,-0.27403687101908386,0.3923339753404085,-0.27492472452242306,0.10114973690767184,0.015148519741000743,-0.4108009625945505,0.6029962359794134,0.061095942855537606,0.3107256259766998,-0.062228597996018244
0.6789075271307045,0.7979644249252783,0.7711793084553894,0.5603983803215711,0.34580557390353317,0.3609648424362275,0.7696228803036853,0.7098490796786845,0.48419551771345665,0.13631821882468603,1.0,0.6713480038429485,0.17930556822607818,0.32352179985215634,-0.676545524086749,-0.5732253575098313,0.7244277170806348,0.2662555020282189,-0.3800764414795988,-0.2850561777234341,-0.011537690217877955,0.3601154349694625,-0.15642737785627311,0.3601154349694625,0.26967734408574834,0.1511597759117821,0.32632600026345154,0.46131430679476854,0.6015849298792988,0.29665998271050925,0.18532215162192597,0.8250661662937675,0.5692640142244944,0.2957188594566174,0.2681994181835837,-0.8780965154772132,-0.5714586813315699,0.5627203817009931,0.09570426661061598,-0.7428991131491939,-0.31748254829286465,-0.19076291165416953,0.43365544392549377,0.7280567762479541,0.45767342811057476,0.1432263783255176,0.34021236111767106,-0.17330700403096125,0.583020723863771,0.6925330171633359,0.13234426594193932,-0.0028212739552569456,0.9522731491777555,0.042980222410014986,-0.12378309426274553,0.291559306580174,-0.822810475556015,-0.6483976504340017,0.5819713127200822,0.08899570765403654,-0.7939828685012784,-0.2661399553426746,-0.22213329201745802
-0.010830589505028857,0.2865516959519263,0.6367296532155526,0.8888884228790505,-0.32960192536255634,0.4051121183740617,0.19979063224576477,0.27160417673970505,0.7399345145101948,0.10665883110854579,0.6713480038429485,1.0,0.48873211112911114,-0.21763497772823825,-0.4190237929112841,-0.6968739681213719,0.7301458097189849,0.014155341877642388,-0.585534750777637,-0.6708045774472723,-0.2234560747558502,0.5519240649000621,0.20549405936774115,0.5519240649000621,0.7469997675403551,-0.46905749159876897,0.2484523497102757,0.004545738925290414,0.08630662878110203,0.527269218535381,0.058132884738023666,0.5400802384878068,0.5606805174363699,0.49738929533417237,-0.11935574827067258,-0.6380629575314034,-0.6482454215468049,0.5712109796635848,0.04627682644094472,-0.7888266263371257,-0.6974273353542394,-0.24169791835611554,-0.052493792835538684,0.21036690683387027,0.5666985745986972,0.6791581246711277,-0.29116839403122824,0.23831237781497902,0.03819596745697734,0.371330516955998,0.7297704371955694,0.1098628652992614,0.6808706748831029,0.6437393936101442,0.49999074698457396,-0.13542618339609064,-0.47930647982027086,-0.724052194668196,0.5712585902225077,0.09213652465240826,-0.8363676894997095,-0.790382808840495,-0.3400460390761823
0.0779089729008777,0.2772495357882863,0.18946953948614684,0.24040931021912196,-0.24103003008445328,0.7273039781210161,-0.33772968278566,0.45880404328137037,0.7164175212031045,0.5306183128223063,0.17930556822607818,0.48873211112911114,1.0,-0.607122736687022,0.27187952962346956,-0.3533982917479544,0.300116774241056,0.0980084434628661,0.11369361033172813,-0.18939985819751792,-0.5206073791551782,0.3424929128348408,0.1182805511322998,0.3424929128348408,0.05437403585376512,-0.6847886647264679,0.4035729016014872,-0.2623957098558267,0.19626436590538268,0.3449663081741135,0.37911385954621335,-0.09596826549054242,0.1572725528686727,0.8020211982938704,-0.636075973292872,-0.06411541409715273,-0.46541256831818817,0.09201357267727349,0.30054995541845825,-0.24021639640694692,-0.17957384524008424,-0.6425684389886878,0.3480581350517402,-0.2589609356883527,0.47905737530446185,0.04562101383517099,-0.37990751918328114,0.3571205726202257,-0.37094137599538457,0.3400956373708522,0.3188502442936593,0.5094480022571763,0.0340198749253989,0.19714967275203898,0.7318028911136586,-0.6223231429811577,-0.09307999590251728,-0.4266811945527795,0.06023765623573122,0.3770482239878452,-0.3433168534721896,-0.2693975182416453,-0.6839247565770696
0.42296545777513994,0.47644584508565146,0.14023961629020767,-0.20697740148913205,0.46519606426233784,-0.08444413501833896,0.6260897643437061,0.31176539550591814,-0.1177474772109797,-0.07492471345030055,0.32352179985215634,-0.21763497772823825,-0.607122736687022,1.0,-0.5630484240980796,0.06376963047234509,0.1764714717240486,0.4767789568552131,0.024134013534801026,0.3641714754215726,0.44537058736308577,0.16110656741870416,-0.13084089555186207,0.16110656741870416,-0.28016835525862227,0.5656168665705552,0.22740368401829752,0.5985604512723897,0.4690202396019887,-0.012850911915096913,0.26702237626291864,0.37246261818092974,0.2597640409372739,-0.2321116510912694,0.8683901930997526,-0.4117923277570352,0.12944352298872097,0.2839902053402433,0.30150024555124694,-0.07458946495200332,0.4185256262571863,0.327563588870535,0.27085137436974743,0.5039086105989135,-0.08003460917716168,-0.36425448157569995,0.48216624626535987,-0.35395301285251746,0.6379480601695872,0.21470432965533223,-0.24293100742976906,-0.10239392274615221,0.35339062515183695,-0.47323620867692434,-0.6509398000564495,0.9160578696986716,-0.4605256408690885,0.03465366428595642,0.2592256818366966,0.25628461284456144,0.032900978514151635,0.474823919978478,0.4081026672865277
